2 0.429203673205103
4 0.295870339871770
8 0.136054957987423
16 0.065185190758408
32 0.031911203678893
64 0.015789031663064
128 0.007853349040046
256 0.003916442393952
512 0.001955670615027
1024 0.000977198593320
2048 0.000488440234521
4096 0.000244180366276
8192 0.000122080247215
16384 0.000061037639850
32768 0.000030518199002
65536 0.000015258944298
131072 0.000007629433340
262144 0.000003814706960
524288 0.000001907351089
1048576 0.000000953675017
2097152 0.000000476837341
4194304 0.000000238418685
8388608 0.000000119209144
16777216 0.000000059604798
33554432 0.000000029802284
67108864 0.000000014901087
134217728 0.000000007450584
268435456 0.000000003725531
536870912 0.000000001862977
1073741824 0.000000000933030
